StoreName,StroreCode,Date,Day,Hour,Amount
Horsham,1400,2026-01-21,Wednesday,19,344.83
Horsham,1400,2026-01-21,Wednesday,20,196.81
Horsham,1400,2026-01-21,Wednesday,21,244.78
Horsham,1400,2026-01-21,Wednesday,22,69.05
Horsham,1400,2026-01-21,Wednesday,23,28.11
Horsham,1400,2026-01-22,Thursday,10,47.45
Horsham,1400,2026-01-22,Thursday,11,258.83
Horsham,1400,2026-01-22,Thursday,12,417.93
Horsham,1400,2026-01-22,Thursday,13,345.72
Horsham,1400,2026-01-22,Thursday,14,384.42
Horsham,1400,2026-01-22,Thursday,15,190.91
Horsham,1400,2026-01-22,Thursday,16,261.75
Horsham,1400,2026-01-22,Thursday,17,297.89
Horsham,1400,2026-01-22,Thursday,18,272.81
Horsham,1400,2026-01-22,Thursday,19,283.58
Horsham,1400,2026-01-22,Thursday,20,170.38
Horsham,1400,2026-01-22,Thursday,21,93.73
Horsham,1400,2026-01-22,Thursday,22,148.25
Horsham,1400,2026-01-22,Thursday,23,57.69
Horsham,1400,2026-01-23,Friday,9,0
Horsham,1400,2026-01-23,Friday,10,33.54
Horsham,1400,2026-01-23,Friday,11,248.74
Horsham,1400,2026-01-23,Friday,12,427.11
Horsham,1400,2026-01-23,Friday,13,288.66
Horsham,1400,2026-01-23,Friday,14,295.54
Horsham,1400,2026-01-23,Friday,15,213.3
Horsham,1400,2026-01-23,Friday,16,140.41
Horsham,1400,2026-01-23,Friday,17,224.68
Horsham,1400,2026-01-23,Friday,18,348.92
Horsham,1400,2026-01-23,Friday,19,274.78
Horsham,1400,2026-01-23,Friday,20,215.76
Horsham,1400,2026-01-23,Friday,21,171.09
Horsham,1400,2026-01-23,Friday,22,0
Horsham,1400,2026-01-23,Friday,23,0
Horsham,1400,2026-01-24,Saturday,9,0
Horsham,1400,2026-01-24,Saturday,10,83.82
Horsham,1400,2026-01-24,Saturday,11,243.24
Horsham,1400,2026-01-24,Saturday,12,372.59
Horsham,1400,2026-01-24,Saturday,13,437.44
Horsham,1400,2026-01-24,Saturday,14,267.7
Horsham,1400,2026-01-24,Saturday,15,379.02
Horsham,1400,2026-01-24,Saturday,16,335.46
Horsham,1400,2026-01-24,Saturday,17,389.26
Horsham,1400,2026-01-24,Saturday,18,239.54
Horsham,1400,2026-01-24,Saturday,19,207.68
Horsham,1400,2026-01-24,Saturday,20,133.31
Horsham,1400,2026-01-24,Saturday,21,266.31
Horsham,1400,2026-01-24,Saturday,22,149.76
Horsham,1400,2026-01-24,Saturday,23,65.08
Horsham,1400,2026-01-11,Sunday,8,0
Horsham,1400,2026-01-11,Sunday,9,0
Horsham,1400,2026-01-11,Sunday,10,60.68
Horsham,1400,2026-01-11,Sunday,11,141.82
Horsham,1400,2026-01-11,Sunday,12,433.71
Horsham,1400,2026-01-11,Sunday,13,229.11
Horsham,1400,2026-01-11,Sunday,14,229.66
Horsham,1400,2026-01-11,Sunday,15,237.59
Horsham,1400,2026-01-11,Sunday,16,241.82
Horsham,1400,2026-01-11,Sunday,17,146.66
Horsham,1400,2026-01-11,Sunday,18,214.9
Horsham,1400,2026-01-11,Sunday,19,208.51
Horsham,1400,2026-01-11,Sunday,20,281.64
Horsham,1400,2026-01-11,Sunday,21,309.02
Horsham,1400,2026-01-11,Sunday,22,131.4
Horsham,1400,2026-01-11,Sunday,23,0
Horsham,1400,2026-01-12,Monday,10,62.03
Horsham,1400,2026-01-12,Monday,11,184.26
Horsham,1400,2026-01-12,Monday,12,194.57
Horsham,1400,2026-01-12,Monday,13,203.31
Horsham,1400,2026-01-12,Monday,14,186.54
Horsham,1400,2026-01-12,Monday,15,201.39
Horsham,1400,2026-01-12,Monday,16,229.43
Horsham,1400,2026-01-12,Monday,17,293.81
Horsham,1400,2026-01-12,Monday,18,266.05
Horsham,1400,2026-01-12,Monday,19,197.76
Horsham,1400,2026-01-12,Monday,20,136.32
Horsham,1400,2026-01-12,Monday,21,195.3
Horsham,1400,2026-01-12,Monday,22,28.24
Horsham,1400,2026-01-12,Monday,23,0
Horsham,1400,2026-01-13,Tuesday,10,47.31
Horsham,1400,2026-01-13,Tuesday,11,146.14
Horsham,1400,2026-01-13,Tuesday,12,394.96
Horsham,1400,2026-01-13,Tuesday,13,178.11
Horsham,1400,2026-01-13,Tuesday,14,201.8
Horsham,1400,2026-01-13,Tuesday,15,236.1
Horsham,1400,2026-01-13,Tuesday,16,305.97
Horsham,1400,2026-01-13,Tuesday,17,294.78
Horsham,1400,2026-01-13,Tuesday,18,363.23
Horsham,1400,2026-01-13,Tuesday,19,344.35
Horsham,1400,2026-01-13,Tuesday,20,243.65
Horsham,1400,2026-01-13,Tuesday,21,145.9
Horsham,1400,2026-01-13,Tuesday,22,32.76
Horsham,1400,2026-01-13,Tuesday,23,7.08
Horsham,1400,2026-01-14,Wednesday,9,0
Horsham,1400,2026-01-14,Wednesday,10,43.65
Horsham,1400,2026-01-14,Wednesday,11,269.41
Horsham,1400,2026-01-14,Wednesday,12,500.02
Horsham,1400,2026-01-14,Wednesday,13,271.29
Horsham,1400,2026-01-14,Wednesday,14,208.23
Horsham,1400,2026-01-14,Wednesday,15,239.94
Horsham,1400,2026-01-14,Wednesday,16,237.75
Horsham,1400,2026-01-14,Wednesday,17,376.74
Horsham,1400,2026-01-14,Wednesday,18,212.22
Horsham,1400,2026-01-14,Wednesday,19,319.06
Horsham,1400,2026-01-14,Wednesday,20,263.99
Horsham,1400,2026-01-14,Wednesday,21,183.53
Horsham,1400,2026-01-14,Wednesday,22,0
Horsham,1400,2026-01-14,Wednesday,23,0
Horsham,1400,2026-01-15,Thursday,10,60.05
Horsham,1400,2026-01-15,Thursday,11,245.37
Horsham,1400,2026-01-15,Thursday,12,593.58
Horsham,1400,2026-01-15,Thursday,13,219.64
Horsham,1400,2026-01-15,Thursday,14,246.73
Horsham,1400,2026-01-15,Thursday,15,214.62
Horsham,1400,2026-01-15,Thursday,16,178.22
Horsham,1400,2026-01-15,Thursday,17,276.08
Horsham,1400,2026-01-15,Thursday,18,462.62
Horsham,1400,2026-01-15,Thursday,19,357.17
Horsham,1400,2026-01-15,Thursday,20,292.99
Horsham,1400,2026-01-15,Thursday,21,196.32
Horsham,1400,2026-01-15,Thursday,22,115.88
Horsham,1400,2026-01-15,Thursday,23,0
Horsham,1400,2026-01-16,Friday,9,11.18
Horsham,1400,2026-01-16,Friday,10,8.99
Horsham,1400,2026-01-16,Friday,11,279.77
Horsham,1400,2026-01-16,Friday,12,481.59
Horsham,1400,2026-01-16,Friday,13,225.46
Horsham,1400,2026-01-16,Friday,14,274.93
Horsham,1400,2026-01-16,Friday,15,276.01
Horsham,1400,2026-01-16,Friday,16,246.93
Horsham,1400,2026-01-16,Friday,17,399.3
Horsham,1400,2026-01-16,Friday,18,297.14
Horsham,1400,2026-01-16,Friday,19,256.73
Horsham,1400,2026-01-16,Friday,20,238.62
Horsham,1400,2026-01-16,Friday,21,198.68
Horsham,1400,2026-01-16,Friday,22,134.16
Horsham,1400,2026-01-16,Friday,23,64.15
Horsham,1400,2026-01-17,Saturday,9,0
Horsham,1400,2026-01-17,Saturday,10,86.19
Horsham,1400,2026-01-17,Saturday,11,109.96
Horsham,1400,2026-01-17,Saturday,12,234.14
Horsham,1400,2026-01-17,Saturday,13,172.53
Horsham,1400,2026-01-17,Saturday,14,265.02
Horsham,1400,2026-01-17,Saturday,15,405.5
Horsham,1400,2026-01-17,Saturday,16,186.93
Horsham,1400,2026-01-17,Saturday,17,220.74
Horsham,1400,2026-01-17,Saturday,18,276.33
Horsham,1400,2026-01-17,Saturday,19,208.85
Horsham,1400,2026-01-17,Saturday,20,164.89
Horsham,1400,2026-01-17,Saturday,21,0
Horsham,1400,2026-01-17,Saturday,22,0
Horsham,1400,2026-01-17,Saturday,23,6.79
Horsham,1400,2026-01-04,Sunday,8,0
Horsham,1400,2026-01-04,Sunday,9,0
Horsham,1400,2026-01-04,Sunday,10,54.94
Horsham,1400,2026-01-04,Sunday,11,274.12
Horsham,1400,2026-01-04,Sunday,12,224.97
Horsham,1400,2026-01-04,Sunday,13,253.18
Horsham,1400,2026-01-04,Sunday,14,328.52
Horsham,1400,2026-01-04,Sunday,15,235.52
Horsham,1400,2026-01-04,Sunday,16,306.73
Horsham,1400,2026-01-04,Sunday,17,230.57
Horsham,1400,2026-01-04,Sunday,18,237.79
Horsham,1400,2026-01-04,Sunday,19,366.21
Horsham,1400,2026-01-04,Sunday,20,253.23
Horsham,1400,2026-01-04,Sunday,21,231.05
Horsham,1400,2026-01-04,Sunday,22,61.2
Horsham,1400,2026-01-04,Sunday,23,32.25
Horsham,1400,2026/01/05,Monday,10,44.17
Horsham,1400,2026/01/05,Monday,11,158.92
Horsham,1400,2026/01/05,Monday,12,358.55
Horsham,1400,2026/01/05,Monday,13,479.27
Horsham,1400,2026/01/05,Monday,14,250.34
Horsham,1400,2026/01/05,Monday,15,250.7
Horsham,1400,2026/01/05,Monday,16,211.67
Horsham,1400,2026/01/05,Monday,17,237.12
Horsham,1400,2026/01/05,Monday,18,202.16
Horsham,1400,2026/01/05,Monday,19,261.32
Horsham,1400,2026/01/05,Monday,20,102.91
Horsham,1400,2026/01/05,Monday,21,216.58
Horsham,1400,2026/01/05,Monday,22,123.8
Horsham,1400,2026/01/05,Monday,23,29.62
Horsham,1400,2026-01-06,Tuesday,10,71.19
Horsham,1400,2026-01-06,Tuesday,11,207.52
Horsham,1400,2026-01-06,Tuesday,12,427.2
Horsham,1400,2026-01-06,Tuesday,13,329.59
Horsham,1400,2026-01-06,Tuesday,14,207.05
Horsham,1400,2026-01-06,Tuesday,15,328.61
Horsham,1400,2026-01-06,Tuesday,16,239.39
Horsham,1400,2026-01-06,Tuesday,17,356.67
Horsham,1400,2026-01-06,Tuesday,18,358.26
Horsham,1400,2026-01-06,Tuesday,19,340.62
Horsham,1400,2026-01-06,Tuesday,20,164.05
Horsham,1400,2026-01-06,Tuesday,21,233.58
Horsham,1400,2026-01-06,Tuesday,22,88.2
Horsham,1400,2026-01-06,Tuesday,23,79.08
Horsham,1400,2026-01-07,Wednesday,9,22.56
Horsham,1400,2026-01-07,Wednesday,10,55.26
Horsham,1400,2026-01-07,Wednesday,11,232.99
Horsham,1400,2026-01-07,Wednesday,12,405.88
Horsham,1400,2026-01-07,Wednesday,13,242.12
Horsham,1400,2026-01-07,Wednesday,14,349.6
Horsham,1400,2026-01-07,Wednesday,15,223.23
Horsham,1400,2026-01-07,Wednesday,16,217.4
Horsham,1400,2026-01-07,Wednesday,17,241.47
Horsham,1400,2026-01-07,Wednesday,18,225.81
Horsham,1400,2026-01-07,Wednesday,19,294.79
Horsham,1400,2026-01-07,Wednesday,20,268.72
Horsham,1400,2026-01-07,Wednesday,21,197.42
Horsham,1400,2026-01-07,Wednesday,22,94.76
Horsham,1400,2026-01-07,Wednesday,23,21.43
Horsham,1400,2026-01-08,Thursday,10,41.99
Horsham,1400,2026-01-08,Thursday,11,166.46
Horsham,1400,2026-01-08,Thursday,12,359.77
Horsham,1400,2026-01-08,Thursday,13,264.72
Horsham,1400,2026-01-08,Thursday,14,271.4
Horsham,1400,2026-01-08,Thursday,15,319.15
Horsham,1400,2026-01-08,Thursday,16,269.51
Horsham,1400,2026-01-08,Thursday,17,310.44
Horsham,1400,2026-01-08,Thursday,18,237.36
Horsham,1400,2026-01-08,Thursday,19,122.04
Horsham,1400,2026-01-08,Thursday,20,307.61
Horsham,1400,2026-01-08,Thursday,21,144.39
Horsham,1400,2026-01-08,Thursday,22,86.07
Horsham,1400,2026-01-08,Thursday,23,58.75
Horsham,1400,2026-01-09,Friday,9,11.19
Horsham,1400,2026-01-09,Friday,10,56.74
Horsham,1400,2026-01-09,Friday,11,189.28
Horsham,1400,2026-01-09,Friday,12,541
Horsham,1400,2026-01-09,Friday,13,397.33
Horsham,1400,2026-01-09,Friday,14,160.08
Horsham,1400,2026-01-09,Friday,15,205.53
Horsham,1400,2026-01-09,Friday,16,181.22
Horsham,1400,2026-01-09,Friday,17,391.21
Horsham,1400,2026-01-09,Friday,18,232.9
Horsham,1400,2026-01-09,Friday,19,170.37
Horsham,1400,2026-01-09,Friday,20,135.8
Horsham,1400,2026-01-09,Friday,21,136.01
Horsham,1400,2026-01-09,Friday,22,142.38
Horsham,1400,2026-01-09,Friday,23,12.04
Horsham,1400,2026-01-10,Saturday,9,6.68
Horsham,1400,2026-01-10,Saturday,10,50.01
Horsham,1400,2026-01-10,Saturday,11,309.62
Horsham,1400,2026-01-10,Saturday,12,358.86
Horsham,1400,2026-01-10,Saturday,13,493.49
Horsham,1400,2026-01-10,Saturday,14,321.75
Horsham,1400,2026-01-10,Saturday,15,321.55
Horsham,1400,2026-01-10,Saturday,16,398.24
Horsham,1400,2026-01-10,Saturday,17,160.5
Horsham,1400,2026-01-10,Saturday,18,294.98
Horsham,1400,2026-01-10,Saturday,19,231.68
Horsham,1400,2026-01-10,Saturday,20,235.78
Horsham,1400,2026-01-10,Saturday,21,160.13
Horsham,1400,2026-01-10,Saturday,22,216.98
Horsham,1400,2026-01-10,Saturday,23,22.66
Horsham,1400,2025-12-28,Sunday,8,0.01
Horsham,1400,2025-12-28,Sunday,9,28.96
Horsham,1400,2025-12-28,Sunday,10,19.78
Horsham,1400,2025-12-28,Sunday,11,153.4
Horsham,1400,2025-12-28,Sunday,12,363.34
Horsham,1400,2025-12-28,Sunday,13,305.12
Horsham,1400,2025-12-28,Sunday,14,348.04
Horsham,1400,2025-12-28,Sunday,15,323.25
Horsham,1400,2025-12-28,Sunday,16,306.03
Horsham,1400,2025-12-28,Sunday,17,274.49
Horsham,1400,2025-12-28,Sunday,18,266.69
Horsham,1400,2025-12-28,Sunday,19,191.72
Horsham,1400,2025-12-28,Sunday,20,241.19
Horsham,1400,2025-12-28,Sunday,21,198.7
Horsham,1400,2025-12-28,Sunday,22,183.67
Horsham,1400,2025-12-28,Sunday,23,109.92
Horsham,1400,2025-12-29,Monday,10,62.55
Horsham,1400,2025-12-29,Monday,11,93.11
Horsham,1400,2025-12-29,Monday,12,327.8
Horsham,1400,2025-12-29,Monday,13,405.49
Horsham,1400,2025-12-29,Monday,14,253.73
Horsham,1400,2025-12-29,Monday,15,336.51
Horsham,1400,2025-12-29,Monday,16,123.78
Horsham,1400,2025-12-29,Monday,17,290.35
Horsham,1400,2025-12-29,Monday,18,283.74
Horsham,1400,2025-12-29,Monday,19,217.78
Horsham,1400,2025-12-29,Monday,20,115.08
Horsham,1400,2025-12-29,Monday,21,153.64
Horsham,1400,2025-12-29,Monday,22,154.37
Horsham,1400,2025-12-29,Monday,23,55.72
Horsham,1400,2025-12-30,Tuesday,10,128
Horsham,1400,2025-12-30,Tuesday,11,369.36
Horsham,1400,2025-12-30,Tuesday,12,471.1
Horsham,1400,2025-12-30,Tuesday,13,476.44
Horsham,1400,2025-12-30,Tuesday,14,430.25
Horsham,1400,2025-12-30,Tuesday,15,181.65
Horsham,1400,2025-12-30,Tuesday,16,196.26
Horsham,1400,2025-12-30,Tuesday,17,284.63
Horsham,1400,2025-12-30,Tuesday,18,502.89
Horsham,1400,2025-12-30,Tuesday,19,265.15
Horsham,1400,2025-12-30,Tuesday,20,137.47
Horsham,1400,2025-12-30,Tuesday,21,201.77
Horsham,1400,2025-12-30,Tuesday,22,71.91
Horsham,1400,2025-12-30,Tuesday,23,96.26
Horsham,1400,2025-12-31,Wednesday,9,17.67
Horsham,1400,2025-12-31,Wednesday,10,65.79
Horsham,1400,2025-12-31,Wednesday,11,203.79
Horsham,1400,2025-12-31,Wednesday,12,407.87
Horsham,1400,2025-12-31,Wednesday,13,430.81
Horsham,1400,2025-12-31,Wednesday,14,411.03
Horsham,1400,2025-12-31,Wednesday,15,248.01
Horsham,1400,2025-12-31,Wednesday,16,123.09
Horsham,1400,2025-12-31,Wednesday,17,370.54
Horsham,1400,2025-12-31,Wednesday,18,300.46
Horsham,1400,2025-12-31,Wednesday,19,353.01
Horsham,1400,2025-12-31,Wednesday,20,373.07
Horsham,1400,2025-12-31,Wednesday,21,200.33
Horsham,1400,2025-12-31,Wednesday,22,0
Horsham,1400,2025-12-31,Wednesday,23,0
Horsham,1400,2026-01-01,Thursday,10,0
Horsham,1400,2026-01-01,Thursday,11,52.91
Horsham,1400,2026-01-01,Thursday,12,116.43
Horsham,1400,2026-01-01,Thursday,13,114.18
Horsham,1400,2026-01-01,Thursday,14,238.8
Horsham,1400,2026-01-01,Thursday,15,316.33
Horsham,1400,2026-01-01,Thursday,16,157.64
Horsham,1400,2026-01-01,Thursday,17,372.93
Horsham,1400,2026-01-01,Thursday,18,260.48
Horsham,1400,2026-01-01,Thursday,19,332.6
Horsham,1400,2026-01-01,Thursday,20,151.49
Horsham,1400,2026-01-01,Thursday,21,134.98
Horsham,1400,2026-01-01,Thursday,22,100.2
Horsham,1400,2026-01-01,Thursday,23,75.6
Horsham,1400,2026-01-02,Friday,9,71.54
Horsham,1400,2026-01-02,Friday,10,89.76
Horsham,1400,2026-01-02,Friday,11,111.85
Horsham,1400,2026-01-02,Friday,12,451.18
Horsham,1400,2026-01-02,Friday,13,302.24
Horsham,1400,2026-01-02,Friday,14,282.41
Horsham,1400,2026-01-02,Friday,15,298.65
Horsham,1400,2026-01-02,Friday,16,284.19
Horsham,1400,2026-01-02,Friday,17,288.14
Horsham,1400,2026-01-02,Friday,18,334.5
Horsham,1400,2026-01-02,Friday,19,143.15
Horsham,1400,2026-01-02,Friday,20,168.14
Horsham,1400,2026-01-02,Friday,21,144.54
Horsham,1400,2026-01-02,Friday,22,75.04
Horsham,1400,2026-01-02,Friday,23,7
Horsham,1400,2026-01-03,Saturday,9,28.98
Horsham,1400,2026-01-03,Saturday,10,18.18
Horsham,1400,2026-01-03,Saturday,11,126.06
Horsham,1400,2026-01-03,Saturday,12,460.6
Horsham,1400,2026-01-03,Saturday,13,382.89
Horsham,1400,2026-01-03,Saturday,14,231.66
Horsham,1400,2026-01-03,Saturday,15,224.42
Horsham,1400,2026-01-03,Saturday,16,302.95
Horsham,1400,2026-01-03,Saturday,17,291.35
Horsham,1400,2026-01-03,Saturday,18,174.19
Horsham,1400,2026-01-03,Saturday,19,268.65
Horsham,1400,2026-01-03,Saturday,20,115.09
Horsham,1400,2026-01-03,Saturday,21,136.76
Horsham,1400,2026-01-03,Saturday,22,116.53
Horsham,1400,2026-01-03,Saturday,23,84.82
Lansdale 2, 01875,2026-01-18,Sunday,9,78.52
Lansdale 2, 01875,2026-01-18,Sunday,10,82.93
Lansdale 2, 01875,2026-01-18,Sunday,11,65
Lansdale 2, 01875,2026-01-18,Sunday,12,345.95
Lansdale 2, 01875,2026-01-18,Sunday,13,195.21
Lansdale 2, 01875,2026-01-18,Sunday,14,332.27
Lansdale 2, 01875,2026-01-18,Sunday,15,238.02
Lansdale 2, 01875,2026-01-18,Sunday,16,239.42
Lansdale 2, 01875,2026-01-18,Sunday,17,256.01
Lansdale 2, 01875,2026-01-18,Sunday,18,241.84
Lansdale 2, 01875,2026-01-18,Sunday,19,275.24
Lansdale 2, 01875,2026-01-18,Sunday,20,111.29
Lansdale 2, 01875,2026-01-18,Sunday,21,209.16
Lansdale 2, 01875,2026-01-18,Sunday,22,172.29
Lansdale 2, 01875,2026-01-18,Sunday,23,42.67
Lansdale 2, 01875,2026-01-19,Monday,8,0
Lansdale 2, 01875,2026-01-19,Monday,9,10.39
Lansdale 2, 01875,2026-01-19,Monday,10,64.19
Lansdale 2, 01875,2026-01-19,Monday,11,317.65
Lansdale 2, 01875,2026-01-19,Monday,12,595.26
Lansdale 2, 01875,2026-01-19,Monday,13,466.65
Lansdale 2, 01875,2026-01-19,Monday,14,184.01
Lansdale 2, 01875,2026-01-19,Monday,15,210.48
Lansdale 2, 01875,2026-01-19,Monday,16,169.56
Lansdale 2, 01875,2026-01-19,Monday,17,267.63
Lansdale 2, 01875,2026-01-19,Monday,18,297.38
Lansdale 2, 01875,2026-01-19,Monday,19,272.93
Lansdale 2, 01875,2026-01-19,Monday,20,94.43
Lansdale 2, 01875,2026-01-19,Monday,21,109.46
Lansdale 2, 01875,2026-01-19,Monday,22,94.17
Lansdale 2, 01875,2026-01-19,Monday,23,67.76
Lansdale 2, 01875,2026-01-19,Monday,24,0
Lansdale 2, 01875,2026-01-20,Tuesday,8,3.19
Lansdale 2, 01875,2026-01-20,Tuesday,9,15.96
Lansdale 2, 01875,2026-01-20,Tuesday,10,134.15
Lansdale 2, 01875,2026-01-20,Tuesday,11,256.47
Lansdale 2, 01875,2026-01-20,Tuesday,12,520.72
Lansdale 2, 01875,2026-01-20,Tuesday,13,308.99
Lansdale 2, 01875,2026-01-20,Tuesday,14,179.88
Lansdale 2, 01875,2026-01-20,Tuesday,15,190.13
Lansdale 2, 01875,2026-01-20,Tuesday,16,208.57
Lansdale 2, 01875,2026-01-20,Tuesday,17,475.44
Lansdale 2, 01875,2026-01-20,Tuesday,18,460.49
Lansdale 2, 01875,2026-01-20,Tuesday,19,265.95
Lansdale 2, 01875,2026-01-20,Tuesday,20,127.88
Lansdale 2, 01875,2026-01-20,Tuesday,21,142.02
Lansdale 2, 01875,2026-01-20,Tuesday,22,102.85
Lansdale 2, 01875,2026-01-20,Tuesday,23,42.13
Lansdale 2, 01875,2026-01-20,Tuesday,24,0
Lansdale 2, 01875,2026-01-21,Wednesday,9,12.59
Lansdale 2, 01875,2026-01-21,Wednesday,10,100.09
Lansdale 2, 01875,2026-01-21,Wednesday,11,234.61
Lansdale 2, 01875,2026-01-21,Wednesday,12,558.18
Lansdale 2, 01875,2026-01-21,Wednesday,13,290.31
Lansdale 2, 01875,2026-01-21,Wednesday,14,220.73
Lansdale 2, 01875,2026-01-21,Wednesday,15,127.14
Lansdale 2, 01875,2026-01-21,Wednesday,16,204.49
Lansdale 2, 01875,2026-01-21,Wednesday,17,446.62
Lansdale 2, 01875,2026-01-21,Wednesday,18,414.96
Lansdale 2, 01875,2026-01-21,Wednesday,19,157.82
Lansdale 2, 01875,2026-01-21,Wednesday,20,154.56
Lansdale 2, 01875,2026-01-21,Wednesday,21,135.27
Lansdale 2, 01875,2026-01-21,Wednesday,22,189.64
Lansdale 2, 01875,2026-01-21,Wednesday,23,123.02
Lansdale 2, 01875,2026-01-22,Thursday,9,26.77
Lansdale 2, 01875,2026-01-22,Thursday,10,76.89
Lansdale 2, 01875,2026-01-22,Thursday,11,336.99
Lansdale 2, 01875,2026-01-22,Thursday,12,495.59
Lansdale 2, 01875,2026-01-22,Thursday,13,347.43
Lansdale 2, 01875,2026-01-22,Thursday,14,246.19
Lansdale 2, 01875,2026-01-22,Thursday,15,193.6
Lansdale 2, 01875,2026-01-22,Thursday,16,166.42
Lansdale 2, 01875,2026-01-22,Thursday,17,475.57
Lansdale 2, 01875,2026-01-22,Thursday,18,465.84
Lansdale 2, 01875,2026-01-22,Thursday,19,310.03
Lansdale 2, 01875,2026-01-22,Thursday,20,125.64
Lansdale 2, 01875,2026-01-22,Thursday,21,133.09
Lansdale 2, 01875,2026-01-22,Thursday,22,118.79
Lansdale 2, 01875,2026-01-22,Thursday,23,170.2
Lansdale 2, 01875,2026-01-23,Friday,9,67.52
Lansdale 2, 01875,2026-01-23,Friday,10,51.9
Lansdale 2, 01875,2026-01-23,Friday,11,248.15
Lansdale 2, 01875,2026-01-23,Friday,12,527.55
Lansdale 2, 01875,2026-01-23,Friday,13,415.05
Lansdale 2, 01875,2026-01-23,Friday,14,298.53
Lansdale 2, 01875,2026-01-23,Friday,15,119.84
Lansdale 2, 01875,2026-01-23,Friday,16,267.11
Lansdale 2, 01875,2026-01-23,Friday,17,585.56
Lansdale 2, 01875,2026-01-23,Friday,18,575.28
Lansdale 2, 01875,2026-01-23,Friday,19,310.57
Lansdale 2, 01875,2026-01-23,Friday,20,230.65
Lansdale 2, 01875,2026-01-23,Friday,21,137.41
Lansdale 2, 01875,2026-01-23,Friday,22,220.4
Lansdale 2, 01875,2026-01-23,Friday,23,121.5
Lansdale 2, 01875,2026-01-23,Friday,24,86.06
Lansdale 2, 01875,2026-01-24,Saturday,7,0
Lansdale 2, 01875,2026-01-24,Saturday,8,3.19
Lansdale 2, 01875,2026-01-24,Saturday,9,38.03
Lansdale 2, 01875,2026-01-24,Saturday,10,48.64
Lansdale 2, 01875,2026-01-24,Saturday,11,151.79
Lansdale 2, 01875,2026-01-24,Saturday,12,444.73
Lansdale 2, 01875,2026-01-24,Saturday,13,358.77
Lansdale 2, 01875,2026-01-24,Saturday,14,284.83
Lansdale 2, 01875,2026-01-24,Saturday,15,182.54
Lansdale 2, 01875,2026-01-24,Saturday,16,350.84
Lansdale 2, 01875,2026-01-24,Saturday,17,423.89
Lansdale 2, 01875,2026-01-24,Saturday,18,186.78
Lansdale 2, 01875,2026-01-24,Saturday,19,255.43
Lansdale 2, 01875,2026-01-24,Saturday,20,130.61
Lansdale 2, 01875,2026-01-24,Saturday,21,77.66
