StoreName,StoreCode,Amount,Hour,Day,Date
Gamma Shop,C003,110,12,Tuesday,2026-01-20
Gamma Shop,C003,186,13,Tuesday,2026-01-20
Gamma Shop,C003,162,14,Tuesday,2026-01-20
Gamma Shop,C003,156,15,Tuesday,2026-01-20
Gamma Shop,C003,112,16,Tuesday,2026-01-20
Gamma Shop,C003,158,17,Tuesday,2026-01-20
Gamma Shop,C003,178,18,Tuesday,2026-01-20
Gamma Shop,C003,193,19,Tuesday,2026-01-20
Gamma Shop,C003,130,20,Tuesday,2026-01-20
Gamma Shop,C003,133,21,Tuesday,2026-01-20
Gamma Shop,C003,152,9,Wednesday,2026-01-21
Gamma Shop,C003,175,10,Wednesday,2026-01-21
Gamma Shop,C003,208,11,Wednesday,2026-01-21
Gamma Shop,C003,117,12,Wednesday,2026-01-21
Gamma Shop,C003,187,13,Wednesday,2026-01-21
Gamma Shop,C003,154,14,Wednesday,2026-01-21
Gamma Shop,C003,177,15,Wednesday,2026-01-21
Gamma Shop,C003,184,16,Wednesday,2026-01-21
Gamma Shop,C003,160,17,Wednesday,2026-01-21
Gamma Shop,C003,199,18,Wednesday,2026-01-21
Gamma Shop,C003,162,19,Wednesday,2026-01-21
Gamma Shop,C003,182,20,Wednesday,2026-01-21
Gamma Shop,C003,129,21,Wednesday,2026-01-21
Gamma Shop,C003,165,9,Thursday,2026-01-22
Gamma Shop,C003,136,10,Thursday,2026-01-22
Gamma Shop,C003,165,11,Thursday,2026-01-22
Gamma Shop,C003,115,12,Thursday,2026-01-22
Gamma Shop,C003,201,13,Thursday,2026-01-22
Gamma Shop,C003,144,14,Thursday,2026-01-22
Gamma Shop,C003,167,15,Thursday,2026-01-22
Gamma Shop,C003,86,16,Thursday,2026-01-22
Gamma Shop,C003,226,17,Thursday,2026-01-22
Gamma Shop,C003,143,18,Thursday,2026-01-22
Gamma Shop,C003,217,19,Thursday,2026-01-22
Gamma Shop,C003,149,20,Thursday,2026-01-22
Gamma Shop,C003,143,21,Thursday,2026-01-22
Gamma Shop,C003,108,9,Friday,2026-01-23
Gamma Shop,C003,149,10,Friday,2026-01-23
Gamma Shop,C003,120,11,Friday,2026-01-23
Gamma Shop,C003,194,12,Friday,2026-01-23
Gamma Shop,C003,102,13,Friday,2026-01-23
Gamma Shop,C003,188,14,Friday,2026-01-23
Gamma Shop,C003,144,15,Friday,2026-01-23
Gamma Shop,C003,123,16,Friday,2026-01-23
Gamma Shop,C003,186,17,Friday,2026-01-23
Gamma Shop,C003,139,18,Friday,2026-01-23
Gamma Shop,C003,245,19,Friday,2026-01-23
Gamma Shop,C003,122,20,Friday,2026-01-23
Gamma Shop,C003,139,21,Friday,2026-01-23
Gamma Shop,C003,196,9,Saturday,2026-01-24
Gamma Shop,C003,252,10,Saturday,2026-01-24
Gamma Shop,C003,261,11,Saturday,2026-01-24
Gamma Shop,C003,179,12,Saturday,2026-01-24
Gamma Shop,C003,201,13,Saturday,2026-01-24
Gamma Shop,C003,142,14,Saturday,2026-01-24
Gamma Shop,C003,159,15,Saturday,2026-01-24
Gamma Shop,C003,221,16,Saturday,2026-01-24
Gamma Shop,C003,201,17,Saturday,2026-01-24
Gamma Shop,C003,220,18,Saturday,2026-01-24
Gamma Shop,C003,296,19,Saturday,2026-01-24
Gamma Shop,C003,203,20,Saturday,2026-01-24
Gamma Shop,C003,162,21,Saturday,2026-01-24
Gamma Shop,C003,235,9,Sunday,2026-01-25
Gamma Shop,C003,201,10,Sunday,2026-01-25
Gamma Shop,C003,170,11,Sunday,2026-01-25
Gamma Shop,C003,282,12,Sunday,2026-01-25
Gamma Shop,C003,183,13,Sunday,2026-01-25
Gamma Shop,C003,175,14,Sunday,2026-01-25
Gamma Shop,C003,161,15,Sunday,2026-01-25
Gamma Shop,C003,223,16,Sunday,2026-01-25
Gamma Shop,C003,323,17,Sunday,2026-01-25
Gamma Shop,C003,266,18,Sunday,2026-01-25
Gamma Shop,C003,265,19,Sunday,2026-01-25
Gamma Shop,C003,270,20,Sunday,2026-01-25
Gamma Shop,C003,187,21,Sunday,2026-01-25
