StoreName,StoreCode,Amount,Hour,Day,Date
Beta Store,B002,107,20,Monday,2026-02-02
Beta Store,B002,173,21,Monday,2026-02-02
Beta Store,B002,180,9,Tuesday,2026-02-03
Beta Store,B002,134,10,Tuesday,2026-02-03
Beta Store,B002,172,11,Tuesday,2026-02-03
Beta Store,B002,108,12,Tuesday,2026-02-03
Beta Store,B002,103,13,Tuesday,2026-02-03
Beta Store,B002,133,14,Tuesday,2026-02-03
Beta Store,B002,108,15,Tuesday,2026-02-03
Beta Store,B002,115,16,Tuesday,2026-02-03
Beta Store,B002,200,17,Tuesday,2026-02-03
Beta Store,B002,131,18,Tuesday,2026-02-03
Beta Store,B002,107,19,Tuesday,2026-02-03
Beta Store,B002,113,20,Tuesday,2026-02-03
Beta Store,B002,201,21,Tuesday,2026-02-03
Beta Store,B002,137,9,Wednesday,2026-02-04
Beta Store,B002,113,10,Wednesday,2026-02-04
Beta Store,B002,209,11,Wednesday,2026-02-04
Beta Store,B002,218,12,Wednesday,2026-02-04
Beta Store,B002,162,13,Wednesday,2026-02-04
Beta Store,B002,179,14,Wednesday,2026-02-04
Beta Store,B002,170,15,Wednesday,2026-02-04
Beta Store,B002,190,16,Wednesday,2026-02-04
Beta Store,B002,213,17,Wednesday,2026-02-04
Beta Store,B002,157,18,Wednesday,2026-02-04
Beta Store,B002,213,19,Wednesday,2026-02-04
Beta Store,B002,153,20,Wednesday,2026-02-04
Beta Store,B002,143,21,Wednesday,2026-02-04
Beta Store,B002,191,9,Thursday,2026-02-05
Beta Store,B002,199,10,Thursday,2026-02-05
Beta Store,B002,136,11,Thursday,2026-02-05
Beta Store,B002,197,12,Thursday,2026-02-05
Beta Store,B002,134,13,Thursday,2026-02-05
Beta Store,B002,209,14,Thursday,2026-02-05
Beta Store,B002,198,15,Thursday,2026-02-05
Beta Store,B002,116,16,Thursday,2026-02-05
Beta Store,B002,145,17,Thursday,2026-02-05
Beta Store,B002,146,18,Thursday,2026-02-05
Beta Store,B002,110,19,Thursday,2026-02-05
Beta Store,B002,119,20,Thursday,2026-02-05
Beta Store,B002,182,21,Thursday,2026-02-05
Beta Store,B002,131,9,Friday,2026-02-06
Beta Store,B002,170,10,Friday,2026-02-06
Beta Store,B002,155,11,Friday,2026-02-06
Beta Store,B002,199,12,Friday,2026-02-06
Beta Store,B002,146,13,Friday,2026-02-06
Beta Store,B002,161,14,Friday,2026-02-06
Beta Store,B002,176,15,Friday,2026-02-06
Beta Store,B002,119,16,Friday,2026-02-06
Beta Store,B002,190,17,Friday,2026-02-06
Beta Store,B002,224,18,Friday,2026-02-06
Beta Store,B002,156,19,Friday,2026-02-06
Beta Store,B002,206,20,Friday,2026-02-06
Beta Store,B002,124,21,Friday,2026-02-06
Beta Store,B002,163,9,Saturday,2026-02-07
Beta Store,B002,168,10,Saturday,2026-02-07
Beta Store,B002,212,11,Saturday,2026-02-07
Beta Store,B002,128,12,Saturday,2026-02-07
Beta Store,B002,187,13,Saturday,2026-02-07
Beta Store,B002,115,14,Saturday,2026-02-07
Beta Store,B002,182,15,Saturday,2026-02-07
Beta Store,B002,245,16,Saturday,2026-02-07
Beta Store,B002,255,17,Saturday,2026-02-07
Beta Store,B002,218,18,Saturday,2026-02-07
Beta Store,B002,299,19,Saturday,2026-02-07
Beta Store,B002,297,20,Saturday,2026-02-07
Beta Store,B002,233,21,Saturday,2026-02-07
Beta Store,B002,178,9,Sunday,2026-02-08
Beta Store,B002,223,10,Sunday,2026-02-08
Beta Store,B002,167,11,Sunday,2026-02-08
Beta Store,B002,284,12,Sunday,2026-02-08
Beta Store,B002,189,13,Sunday,2026-02-08
Beta Store,B002,214,14,Sunday,2026-02-08
Beta Store,B002,248,15,Sunday,2026-02-08
Beta Store,B002,193,16,Sunday,2026-02-08
Beta Store,B002,191,17,Sunday,2026-02-08
Beta Store,B002,229,18,Sunday,2026-02-08
Beta Store,B002,165,19,Sunday,2026-02-08
Beta Store,B002,173,20,Sunday,2026-02-08
Beta Store,B002,180,21,Sunday,2026-02-08
Gamma Shop,C003,182,9,Monday,2026-02-02
Gamma Shop,C003,211,10,Monday,2026-02-02
Gamma Shop,C003,128,11,Monday,2026-02-02
Gamma Shop,C003,89,12,Monday,2026-02-02
Gamma Shop,C003,194,13,Monday,2026-02-02
Gamma Shop,C003,118,14,Monday,2026-02-02
Gamma Shop,C003,104,15,Monday,2026-02-02
Gamma Shop,C003,174,16,Monday,2026-02-02
Gamma Shop,C003,163,17,Monday,2026-02-02
Gamma Shop,C003,145,18,Monday,2026-02-02
Gamma Shop,C003,140,19,Monday,2026-02-02
Gamma Shop,C003,221,20,Monday,2026-02-02
Gamma Shop,C003,104,21,Monday,2026-02-02
Gamma Shop,C003,145,9,Tuesday,2026-02-03
Gamma Shop,C003,120,10,Tuesday,2026-02-03
Gamma Shop,C003,180,11,Tuesday,2026-02-03
Gamma Shop,C003,166,12,Tuesday,2026-02-03
Gamma Shop,C003,104,13,Tuesday,2026-02-03
Gamma Shop,C003,123,14,Tuesday,2026-02-03
Gamma Shop,C003,108,15,Tuesday,2026-02-03
Gamma Shop,C003,161,16,Tuesday,2026-02-03
Gamma Shop,C003,152,17,Tuesday,2026-02-03
Gamma Shop,C003,243,18,Tuesday,2026-02-03
Gamma Shop,C003,174,19,Tuesday,2026-02-03
Gamma Shop,C003,233,20,Tuesday,2026-02-03
Gamma Shop,C003,99,21,Tuesday,2026-02-03
Gamma Shop,C003,209,9,Wednesday,2026-02-04
Gamma Shop,C003,139,10,Wednesday,2026-02-04
Gamma Shop,C003,183,11,Wednesday,2026-02-04
Gamma Shop,C003,126,12,Wednesday,2026-02-04
Gamma Shop,C003,144,13,Wednesday,2026-02-04
Gamma Shop,C003,186,14,Wednesday,2026-02-04
Gamma Shop,C003,171,15,Wednesday,2026-02-04
Gamma Shop,C003,102,16,Wednesday,2026-02-04
Gamma Shop,C003,172,17,Wednesday,2026-02-04
Gamma Shop,C003,204,18,Wednesday,2026-02-04
Gamma Shop,C003,172,19,Wednesday,2026-02-04
Gamma Shop,C003,114,20,Wednesday,2026-02-04
Gamma Shop,C003,200,21,Wednesday,2026-02-04
Gamma Shop,C003,193,9,Thursday,2026-02-05
Gamma Shop,C003,217,10,Thursday,2026-02-05
Gamma Shop,C003,165,11,Thursday,2026-02-05
Gamma Shop,C003,122,12,Thursday,2026-02-05
Gamma Shop,C003,203,13,Thursday,2026-02-05
Gamma Shop,C003,70,14,Thursday,2026-02-05
Gamma Shop,C003,141,15,Thursday,2026-02-05
Gamma Shop,C003,105,16,Thursday,2026-02-05
Gamma Shop,C003,201,17,Thursday,2026-02-05
Gamma Shop,C003,117,18,Thursday,2026-02-05
Gamma Shop,C003,132,19,Thursday,2026-02-05
Gamma Shop,C003,188,20,Thursday,2026-02-05
Gamma Shop,C003,144,21,Thursday,2026-02-05
Gamma Shop,C003,137,9,Friday,2026-02-06
Gamma Shop,C003,105,10,Friday,2026-02-06
Gamma Shop,C003,178,11,Friday,2026-02-06
Gamma Shop,C003,157,12,Friday,2026-02-06
Gamma Shop,C003,110,13,Friday,2026-02-06
Gamma Shop,C003,99,14,Friday,2026-02-06
Gamma Shop,C003,113,15,Friday,2026-02-06
Gamma Shop,C003,199,16,Friday,2026-02-06
Gamma Shop,C003,224,17,Friday,2026-02-06
Gamma Shop,C003,175,18,Friday,2026-02-06
Gamma Shop,C003,206,19,Friday,2026-02-06
Gamma Shop,C003,157,20,Friday,2026-02-06
Gamma Shop,C003,152,21,Friday,2026-02-06
Gamma Shop,C003,166,9,Saturday,2026-02-07
Gamma Shop,C003,213,10,Saturday,2026-02-07
Gamma Shop,C003,153,11,Saturday,2026-02-07
Gamma Shop,C003,211,12,Saturday,2026-02-07
Gamma Shop,C003,165,13,Saturday,2026-02-07
Gamma Shop,C003,234,14,Saturday,2026-02-07
Gamma Shop,C003,241,15,Saturday,2026-02-07
Gamma Shop,C003,162,16,Saturday,2026-02-07
Gamma Shop,C003,276,17,Saturday,2026-02-07
Gamma Shop,C003,208,18,Saturday,2026-02-07
Gamma Shop,C003,289,19,Saturday,2026-02-07
Gamma Shop,C003,160,20,Saturday,2026-02-07
Gamma Shop,C003,190,21,Saturday,2026-02-07
Gamma Shop,C003,179,9,Sunday,2026-02-08
Gamma Shop,C003,241,10,Sunday,2026-02-08
Gamma Shop,C003,154,11,Sunday,2026-02-08
Gamma Shop,C003,170,12,Sunday,2026-02-08
Gamma Shop,C003,163,13,Sunday,2026-02-08
Gamma Shop,C003,181,14,Sunday,2026-02-08
Gamma Shop,C003,134,15,Sunday,2026-02-08
Gamma Shop,C003,200,16,Sunday,2026-02-08
Gamma Shop,C003,219,17,Sunday,2026-02-08
Gamma Shop,C003,212,18,Sunday,2026-02-08
Gamma Shop,C003,267,19,Sunday,2026-02-08
Gamma Shop,C003,183,20,Sunday,2026-02-08
Gamma Shop,C003,224,21,Sunday,2026-02-08
