StoreName,StoreCode,Amount,Hour,Day,Date
Beta Store,B002,205,19,Tuesday,2026-01-27
Beta Store,B002,162,20,Tuesday,2026-01-27
Beta Store,B002,100,21,Tuesday,2026-01-27
Beta Store,B002,129,9,Wednesday,2026-01-28
Beta Store,B002,170,10,Wednesday,2026-01-28
Beta Store,B002,68,11,Wednesday,2026-01-28
Beta Store,B002,152,12,Wednesday,2026-01-28
Beta Store,B002,184,13,Wednesday,2026-01-28
Beta Store,B002,189,14,Wednesday,2026-01-28
Beta Store,B002,82,15,Wednesday,2026-01-28
Beta Store,B002,130,16,Wednesday,2026-01-28
Beta Store,B002,219,17,Wednesday,2026-01-28
Beta Store,B002,150,18,Wednesday,2026-01-28
Beta Store,B002,187,19,Wednesday,2026-01-28
Beta Store,B002,226,20,Wednesday,2026-01-28
Beta Store,B002,105,21,Wednesday,2026-01-28
Beta Store,B002,109,9,Thursday,2026-01-29
Beta Store,B002,76,10,Thursday,2026-01-29
Beta Store,B002,73,11,Thursday,2026-01-29
Beta Store,B002,135,12,Thursday,2026-01-29
Beta Store,B002,197,13,Thursday,2026-01-29
Beta Store,B002,83,14,Thursday,2026-01-29
Beta Store,B002,118,15,Thursday,2026-01-29
Beta Store,B002,179,16,Thursday,2026-01-29
Beta Store,B002,214,17,Thursday,2026-01-29
Beta Store,B002,211,18,Thursday,2026-01-29
Beta Store,B002,115,19,Thursday,2026-01-29
Beta Store,B002,204,20,Thursday,2026-01-29
Beta Store,B002,197,21,Thursday,2026-01-29
Beta Store,B002,144,9,Friday,2026-01-30
Beta Store,B002,167,10,Friday,2026-01-30
Beta Store,B002,167,11,Friday,2026-01-30
Beta Store,B002,124,12,Friday,2026-01-30
Beta Store,B002,96,13,Friday,2026-01-30
Beta Store,B002,109,14,Friday,2026-01-30
Beta Store,B002,114,15,Friday,2026-01-30
Beta Store,B002,191,16,Friday,2026-01-30
Beta Store,B002,115,17,Friday,2026-01-30
Beta Store,B002,107,18,Friday,2026-01-30
Beta Store,B002,195,19,Friday,2026-01-30
Beta Store,B002,160,20,Friday,2026-01-30
Beta Store,B002,74,21,Friday,2026-01-30
Beta Store,B002,266,9,Saturday,2026-01-31
Beta Store,B002,183,10,Saturday,2026-01-31
Beta Store,B002,198,11,Saturday,2026-01-31
Beta Store,B002,253,12,Saturday,2026-01-31
Beta Store,B002,120,13,Saturday,2026-01-31
Beta Store,B002,209,14,Saturday,2026-01-31
Beta Store,B002,206,15,Saturday,2026-01-31
Beta Store,B002,228,16,Saturday,2026-01-31
Beta Store,B002,155,17,Saturday,2026-01-31
Beta Store,B002,172,18,Saturday,2026-01-31
Beta Store,B002,244,19,Saturday,2026-01-31
Beta Store,B002,197,20,Saturday,2026-01-31
Beta Store,B002,252,21,Saturday,2026-01-31
Beta Store,B002,186,9,Sunday,2026-02-01
Beta Store,B002,151,10,Sunday,2026-02-01
Beta Store,B002,146,11,Sunday,2026-02-01
Beta Store,B002,230,12,Sunday,2026-02-01
Beta Store,B002,215,13,Sunday,2026-02-01
Beta Store,B002,211,14,Sunday,2026-02-01
Beta Store,B002,194,15,Sunday,2026-02-01
Beta Store,B002,282,16,Sunday,2026-02-01
Beta Store,B002,166,17,Sunday,2026-02-01
Beta Store,B002,312,18,Sunday,2026-02-01
Beta Store,B002,241,19,Sunday,2026-02-01
Beta Store,B002,220,20,Sunday,2026-02-01
Beta Store,B002,160,21,Sunday,2026-02-01
Gamma Shop,C003,147,9,Monday,2026-01-26
Gamma Shop,C003,169,10,Monday,2026-01-26
Gamma Shop,C003,157,11,Monday,2026-01-26
Gamma Shop,C003,155,12,Monday,2026-01-26
Gamma Shop,C003,144,13,Monday,2026-01-26
Gamma Shop,C003,120,14,Monday,2026-01-26
Gamma Shop,C003,179,15,Monday,2026-01-26
Gamma Shop,C003,189,16,Monday,2026-01-26
Gamma Shop,C003,170,17,Monday,2026-01-26
Gamma Shop,C003,208,18,Monday,2026-01-26
Gamma Shop,C003,174,19,Monday,2026-01-26
Gamma Shop,C003,218,20,Monday,2026-01-26
Gamma Shop,C003,115,21,Monday,2026-01-26
Gamma Shop,C003,152,9,Tuesday,2026-01-27
Gamma Shop,C003,180,10,Tuesday,2026-01-27
Gamma Shop,C003,123,11,Tuesday,2026-01-27
Gamma Shop,C003,121,12,Tuesday,2026-01-27
Gamma Shop,C003,114,13,Tuesday,2026-01-27
Gamma Shop,C003,158,14,Tuesday,2026-01-27
Gamma Shop,C003,153,15,Tuesday,2026-01-27
Gamma Shop,C003,121,16,Tuesday,2026-01-27
Gamma Shop,C003,193,17,Tuesday,2026-01-27
Gamma Shop,C003,128,18,Tuesday,2026-01-27
Gamma Shop,C003,223,19,Tuesday,2026-01-27
Gamma Shop,C003,139,20,Tuesday,2026-01-27
Gamma Shop,C003,116,21,Tuesday,2026-01-27
Gamma Shop,C003,84,9,Wednesday,2026-01-28
Gamma Shop,C003,163,10,Wednesday,2026-01-28
Gamma Shop,C003,183,11,Wednesday,2026-01-28
Gamma Shop,C003,150,12,Wednesday,2026-01-28
Gamma Shop,C003,176,13,Wednesday,2026-01-28
Gamma Shop,C003,177,14,Wednesday,2026-01-28
Gamma Shop,C003,187,15,Wednesday,2026-01-28
Gamma Shop,C003,88,16,Wednesday,2026-01-28
Gamma Shop,C003,99,17,Wednesday,2026-01-28
Gamma Shop,C003,107,18,Wednesday,2026-01-28
Gamma Shop,C003,175,19,Wednesday,2026-01-28
Gamma Shop,C003,133,20,Wednesday,2026-01-28
Gamma Shop,C003,114,21,Wednesday,2026-01-28
Gamma Shop,C003,94,9,Thursday,2026-01-29
Gamma Shop,C003,187,10,Thursday,2026-01-29
Gamma Shop,C003,146,11,Thursday,2026-01-29
Gamma Shop,C003,180,12,Thursday,2026-01-29
Gamma Shop,C003,137,13,Thursday,2026-01-29
Gamma Shop,C003,133,14,Thursday,2026-01-29
Gamma Shop,C003,79,15,Thursday,2026-01-29
Gamma Shop,C003,135,16,Thursday,2026-01-29
Gamma Shop,C003,217,17,Thursday,2026-01-29
Gamma Shop,C003,98,18,Thursday,2026-01-29
Gamma Shop,C003,169,19,Thursday,2026-01-29
Gamma Shop,C003,219,20,Thursday,2026-01-29
Gamma Shop,C003,81,21,Thursday,2026-01-29
Gamma Shop,C003,182,9,Friday,2026-01-30
Gamma Shop,C003,165,10,Friday,2026-01-30
Gamma Shop,C003,201,11,Friday,2026-01-30
Gamma Shop,C003,120,12,Friday,2026-01-30
Gamma Shop,C003,119,13,Friday,2026-01-30
Gamma Shop,C003,120,14,Friday,2026-01-30
Gamma Shop,C003,99,15,Friday,2026-01-30
Gamma Shop,C003,99,16,Friday,2026-01-30
Gamma Shop,C003,188,17,Friday,2026-01-30
Gamma Shop,C003,147,18,Friday,2026-01-30
Gamma Shop,C003,175,19,Friday,2026-01-30
Gamma Shop,C003,166,20,Friday,2026-01-30
Gamma Shop,C003,94,21,Friday,2026-01-30
Gamma Shop,C003,230,9,Saturday,2026-01-31
Gamma Shop,C003,242,10,Saturday,2026-01-31
Gamma Shop,C003,126,11,Saturday,2026-01-31
Gamma Shop,C003,129,12,Saturday,2026-01-31
Gamma Shop,C003,183,13,Saturday,2026-01-31
Gamma Shop,C003,230,14,Saturday,2026-01-31
Gamma Shop,C003,233,15,Saturday,2026-01-31
Gamma Shop,C003,191,16,Saturday,2026-01-31
Gamma Shop,C003,200,17,Saturday,2026-01-31
Gamma Shop,C003,204,18,Saturday,2026-01-31
Gamma Shop,C003,256,19,Saturday,2026-01-31
Gamma Shop,C003,219,20,Saturday,2026-01-31
Gamma Shop,C003,201,21,Saturday,2026-01-31
Gamma Shop,C003,189,9,Sunday,2026-02-01
Gamma Shop,C003,149,10,Sunday,2026-02-01
Gamma Shop,C003,221,11,Sunday,2026-02-01
Gamma Shop,C003,211,12,Sunday,2026-02-01
Gamma Shop,C003,220,13,Sunday,2026-02-01
Gamma Shop,C003,212,14,Sunday,2026-02-01
Gamma Shop,C003,196,15,Sunday,2026-02-01
Gamma Shop,C003,228,16,Sunday,2026-02-01
Gamma Shop,C003,192,17,Sunday,2026-02-01
Gamma Shop,C003,135,18,Sunday,2026-02-01
Gamma Shop,C003,208,19,Sunday,2026-02-01
Gamma Shop,C003,212,20,Sunday,2026-02-01
Gamma Shop,C003,235,21,Sunday,2026-02-01
